gene.name,SGDID,GeneSymbol,GeneLength,BiologicalProcess,MolecularFunction,CellularComponent,essentiality,cln3.1,clb2.1,alpha0,alpha14,alpha21,alpha28,alpha35,alpha42,alpha49,alpha56,alpha63,alpha70,alpha77,alpha84,alpha98,alpha105,alpha112,alpha119,cdc28_0,cdc28_10,cdc28_20,cdc28_30,cdc28_40,cdc28_50,cdc28_60,cdc28_70,cdc28_80,cdc28_90,cdc28_100,cdc28_120,elu0,elu30,elu60,elu90,elu120,elu150,elu180,elu210,elu240,elu270,elu300,elu330,elu360,elu390
YBR140C,S000000344,IRA1,9279,sporulation (sensu Fungi),Ras GTPase activator activity,membrane,1,0.39,0.2,0.2,-0.11,0.1,-0.13,-0.36,-0.13,NA,0.08,0.27,-0.03,0.39,-0.06,0.02,NA,-0.13,0.34,-0.3,0.23,0.17,-0.4,-0.72,-0.02,0.38,-0.13,0.18,0.8,0.23,-0.06,0.32,-0.21,-0.1,0.08,0.11,0.32,0.04,-0.04,-0.19,0.01,-0.41,0.19,-0.12,0.03
YBR142W,S000000346,MAK5,2322,rRNA processing,ATP-dependent RNA helicase activity,nucleolus,1,-0.92,-0.06,0.23,-0.88,-0.3,0.01,-0.26,0.26,0.57,0.34,0.41,-0.06,NA,0.37,-0.08,NA,NA,NA,-0.49,0.18,0.5,-0.18,-0.23,-0.23,0.28,0.08,-0.02,0.45,-0.19,-0.17,-0.97,-0.31,0.13,0.39,0.7,0.52,0.71,-0.23,-0.25,0.3,-0.06,-0.31,-0.64,0
YBR143C,S000000347,SUP45,1314,translational termination,translation release factor activity codon specific,cytosol,1,-0.84,-0.42,0.07,-0.36,-0.3,-0.03,-0.41,0.12,0.08,0.31,0.31,0.42,-0.88,-0.05,0.35,0.84,-0.16,0.22,-0.32,-0.5,0.13,-0.11,0.35,-0.56,0.25,-0.08,-0.31,0.53,NA,-0.26,-0.79,-0.01,-0.12,0.03,0.4,0.22,0.26,0.19,0.03,0.09,0.06,0.06,-0.23,-0.19
YBR144C,NA,NA,NA,NA,NA,NA,0,-0.29,-0.03,0.32,-0.44,-0.26,-0.4,0.03,-0.11,NA,-0.09,NA,-0.47,NA,0.22,NA,NA,-0.06,NA,1.04,1.18,0.18,0.52,0.42,-0.28,-0.11,0.04,0.18,-1.7,-0.28,-0.28,0.16,-0.58,0.05,0.08,0.03,0.12,0.72,0.03,-0.06,-0.15,0.15,0.41,-1.07,0.12
YBR145W,S000000349,ADH5,1056,alcohol metabolism,alcohol dehydrogenase activity,cytoplasm,0,-0.17,-0.51,-0.12,0.28,0.02,0.11,0.13,0.09,0.11,-0.08,-0.06,0.02,-0.46,-0.23,0,0.3,-0.26,0.07,-0.29,-1.16,-0.56,-0.16,-0.05,-0.61,-0.37,-0.44,-0.35,0.17,0.38,0.67,-0.28,-0.22,0.07,-0.02,-0.1,-0.36,-0.01,0.19,0.15,0.13,-0.19,0.21,0.31,0.11
YBR146W,S000000350,MRPS9,837,protein biosynthesis,structural constituent of ribosome,mitochondrial small ribosomal subunit,0,-0.54,0,-0.15,-0.09,0.1,-0.39,0.17,-0.01,NA,-0.18,0.58,-0.18,NA,-0.2,NA,0.38,-0.47,NA,0.25,0.24,-0.49,-0.47,-0.28,-0.33,-0.07,0.1,0.1,0.01,0.29,0.16,-0.25,-0.62,0.12,0.06,-0.03,-0.08,0.54,0.03,0.16,0.38,-0.16,0.15,-0.4,0.1
YBR147W,S000000351,NA,891,NA,NA,NA,0,-0.06,-0.4,0.06,0.36,-0.33,-0.02,0.14,0.09,-0.21,-0.19,0.12,0.18,-0.01,-0.08,-0.02,0.21,-0.46,-0.07,-0.04,-1.17,-0.93,-0.06,-0.23,-0.13,0.06,0.35,0.26,0.11,-0.13,0.32,0.35,0.42,0.1,0.1,-0.4,-0.58,-0.09,0.23,0.21,-0.4,-0.03,0.18,0.1,-0.19
YBR149W,S000000353,ARA1,1035,carbohydrate metabolism,aldo-keto reductase activity,cytosol,0,-0.36,0.6,0.16,0.78,0.64,0.43,0.52,-0.04,-0.41,-0.23,-0.29,-0.11,0,-0.17,-0.07,-0.26,-0.21,-0.37,0.41,0.25,-0.05,-0.75,-0.67,-0.67,-0.47,-0.34,-0.14,0.22,0.6,0.23,0.32,0.08,0.06,0.04,-0.27,-0.96,-0.92,-0.04,0.31,-0.01,-0.43,0.56,0.78,0.48
YBR152W,S000000356,SPP381,876,nuclear mRNA splicing via spliceosome,NA,spliceosome complex,1,-0.09,0.16,0.12,-0.18,-0.37,-0.26,-0.26,-0.05,-0.03,0.02,0.15,0.35,-0.33,-0.02,-0.13,0.76,0.24,0.34,-0.19,-1.06,-0.47,-0.82,0.69,0.2,0.62,0.2,0.2,-1.1,-0.24,0.38,-0.26,-0.22,-0.17,0.16,0.32,0.22,0.18,0.19,0.16,0.14,-0.2,0.22,-0.59,-0.15
YBR153W,S000000357,RIB7,735,vitamin B2 biosynthesis,diaminohydroxyphosphoribosylaminopyrimidine deaminase activity,NA,1,-0.56,-0.04,0.61,0.05,-0.42,0.09,0.11,0,0,0.08,0.06,0.03,-0.14,-0.09,-0.18,0.33,0.23,0.02,0.18,-1,-0.19,-0.28,0.38,-0.14,0.42,0.09,0.14,0.24,-0.01,-0.11,-0.29,-0.19,-0.17,0.03,0.25,-0.21,-0.17,0.18,0.33,0.16,-0.19,0.21,-0.1,0.16
YBR154C,S000000358,RPB5,648,transcription from Pol II promoter,DNA-directed RNA polymerase activity,DNA-directed RNA polymerase III complex,1,-0.76,0.3,0.06,-0.39,-0.37,0.11,-0.24,0.11,0.13,0.25,0.23,0.03,0.36,0.13,0.04,-0.16,0.36,0.22,-0.13,-0.33,0.02,-0.09,0.32,-0.53,0.15,0,-0.18,0.45,0.04,-0.26,1.77,-0.43,-0.38,-0.03,0.23,0.53,-0.29,-0.14,-0.38,0.11,0.18,-0.36,-0.58,-0.25
YBR155W,S000000359,CNS1,1158,protein folding,unfolded protein binding,cytoplasm,1,-0.76,-0.04,0.08,-0.26,-0.64,0.01,0.28,0.3,0.01,0.4,-0.01,0.32,-0.04,0.16,0.09,0.42,0.04,-0.21,0.26,0.34,-0.14,-0.04,0.65,0,-0.04,0.28,0.02,0.09,-0.24,-0.17,-1,-0.36,-0.02,0.36,0.53,0.23,0.36,0.06,0.34,0.22,-0.04,-0.23,-0.31,-0.13
YBR156C,S000000360,SLI15,2097,protein amino acid phosphorylation,protein kinase activator activity,spindle microtubule,0,-0.29,0.2,-0.63,-0.15,-0.15,0.27,-0.04,0.23,0.22,0.15,-0.01,0.38,0.19,0.33,0.37,-0.07,0.14,-0.22,-0.35,-0.36,0.09,0.39,0.86,0.58,0.23,0.25,-0.2,-0.12,-0.21,0.31,-0.7,0.1,-0.26,0.01,0.19,-0.3,-0.02,0.24,0.22,0.22,-0.56,0.69,0.27,-0.1
YBR157C,S000000361,ICS2,768,NA,NA,NA,0,-0.23,0.57,0.37,0.44,-0.32,0.1,0.04,-0.37,-0.01,-0.58,0.15,0.06,0.29,0.02,-0.23,-0.11,0.21,0.13,0.39,0.34,-0.45,-0.38,-0.55,-0.45,-1.22,0.02,0.89,1.08,0.89,0.22,1.64,0.67,0.64,0.55,0.03,-0.34,-0.46,-0.36,-0.25,-0.65,-0.71,-0.22,-0.22,-0.31
YBR158W,S000000362,AMN1,1650,negative regulation of exit from mitosis,protein binding,cytoplasm,0,-0.76,0.56,1.71,-1.29,-0.85,-1.48,-0.89,-1.77,NA,-2.13,0.23,1.03,1.31,1.15,0.38,0.37,0.29,0.02,-0.72,-0.22,-1.09,-0.95,-0.34,-0.13,0.03,-0.26,-0.01,1.28,1.12,0.04,0.61,-0.43,-0.36,-0.28,-0.13,-0.64,-0.92,-0.72,-0.43,-0.28,0.53,0.72,1.35,0.99
YBR159W,S000000363,NA,1044,fatty acid elongation,ketoreductase activity,endoplasmic reticulum,0,0.23,-0.03,-0.3,-0.02,0.11,0.38,0.59,0.05,-0.07,0,-0.16,0.21,-0.21,0.1,0.09,-0.18,0.23,-0.25,-0.82,-0.24,-0.02,-0.29,-0.18,-0.18,0.55,0.17,-0.01,0.16,0.25,-0.02,-0.43,-0.38,-0.4,-0.1,0.11,-0.08,0,0.2,0.42,0.13,0.15,0.35,0.15,-0.12
YBR160W,S000000364,CDC28,897,protein amino acid phosphorylation,cyclin-dependent protein kinase activity,cytoplasm,1,-0.17,0.46,0.12,0.22,-0.06,0.03,-0.33,0.26,-0.15,-0.18,0.37,-0.18,0.38,0.14,-0.03,0.28,-0.33,0.08,-0.46,0.15,0.71,0.06,-0.14,-0.04,0.35,-0.06,-0.3,0.23,0.3,-0.18,-0.96,-0.59,0.05,-0.15,0,-0.28,0.23,0.29,0.41,0.47,-0.02,0.77,-0.62,0.39
YBR161W,S000000365,CSH1,1131,sphingolipid biosynthesis,mannosyltransferase activity,vacuole (sensu Fungi),0,0.76,-0.58,-0.46,0.42,0.28,0.51,0.03,0.17,-0.18,-0.58,-0.23,-0.12,0.27,0.2,0.29,0.28,-0.53,-0.27,-0.88,-0.66,0.63,0.27,-0.38,0.35,0.46,-0.55,-0.4,0.26,0.37,0.42,-0.17,-0.4,-0.14,-0.03,0.25,-0.1,0.17,0.16,-0.07,-0.07,-0.05,0.28,0.1,0.08
YBR162C,S000000366,TOS1,1368,NA,NA,cell wall (sensu Fungi),0,0.8,NA,0.36,-0.53,-0.55,-0.03,-0.48,0.28,-0.13,-0.04,-0.04,-0.39,0.04,0.39,0.24,0.63,0.02,0.19,-1.36,-1.02,0.12,0.01,0.55,-0.43,0.23,-0.17,-0.42,0.71,0.39,NA,-0.93,-2.03,-0.14,-1.55,-0.93,-0.18,0.33,0.45,0.74,0.8,0.67,0.94,0.88,0.95
YBR162W-A,S000002158,YSY6,198,protein secretion,NA,endoplasmic reticulum,0,NA,-0.71,-0.32,-0.18,-0.15,0.05,0.07,0.07,0.31,0.17,-0.18,0.05,0.16,-0.05,0.18,0.54,-0.03,0.07,-0.26,-0.26,-0.01,-0.16,0.34,-0.72,0.06,-0.22,-0.4,0.82,NA,-0.39,-0.61,-0.56,-0.14,0.03,0.42,0.04,0.35,0.47,0.01,0.01,0.11,0.16,-0.2,-0.08
YBR163W,S000000367,DEM1,1758,NA,NA,mitochondrion,0,-0.17,-0.04,-0.13,0,-0.23,-0.07,-0.58,0.03,-0.06,-0.07,0.49,-0.13,0.37,0.41,-0.27,0.42,-0.13,0.4,-0.33,-0.31,-0.32,-0.05,0.43,-0.08,0.09,0.26,0.21,0.01,-0.12,0.39,-0.64,-1.06,-0.04,0.06,-0.08,-0.08,0.28,-0.06,0.34,0.1,0.5,0.21,0.28,0.18
YBR165W,S000000369,UBS1,834,protein-nucleus export,NA,nucleus,0,-0.3,-0.15,0.93,-0.26,-0.42,-0.22,-0.26,0.01,0.23,-0.16,0.34,-0.34,0.15,0.04,-0.22,0.33,0.19,0.1,-0.18,-0.13,-0.28,0.09,0.16,-0.08,0.08,0.4,0.19,-0.13,-0.29,0.13,0.66,0.31,-0.12,-0.45,-0.38,0.14,0.11,-0.33,-0.16,0.04,0.62,0.01,-0.24,-0.2
YBR167C,S000000371,POP7,423,rRNA processing,ribonuclease P activity,ribonuclease MRP complex,1,-0.6,-0.07,0.12,-0.17,0.03,-0.39,0.12,-0.03,0.4,-0.17,0.32,-0.41,0.09,-0.09,0.03,0.28,0.12,0,-0.18,0.48,0.26,-0.2,-0.13,0.13,0.41,0.3,-0.03,0.02,-0.25,-0.26,0.84,0.16,-0.01,0.19,-0.33,0.02,-0.19,0.67,-0.23,-0.4,-0.23,-0.25,-0.23,0
YBR169C,S000000373,SSE2,2082,protein folding,NA,cytoplasm,0,-0.36,0.32,0.09,0.37,-0.12,-0.3,-0.3,0.03,0.16,-0.17,0.22,-0.18,0.02,-0.14,0.01,0.51,-0.36,0.03,1.7,0.72,0.06,-0.51,-0.35,-0.23,-0.43,-0.4,-0.49,0.15,-0.28,-0.14,2.08,0.07,0.44,0.51,-0.47,-0.93,-0.38,-0.36,0.07,-0.12,-0.87,0.15,-0.25,0.05
YBR170C,S000000374,NPL4,1743,ER-associated protein catabolism,NA,endoplasmic reticulum,0,0.36,-0.09,-0.42,0.19,0.12,-0.05,0.14,-0.05,-0.47,0.09,-0.33,0.49,0.09,-0.13,0.34,0.46,-0.19,-0.13,0.08,-0.69,-0.25,-0.49,-0.05,-0.14,-0.13,0.06,0.2,0.39,0.26,0.22,-0.28,0.38,-0.09,-0.02,-0.02,-0.55,-0.16,0.23,0.22,-0.02,-0.24,0.23,0.06,0.24
YBR174C,NA,NA,NA,NA,NA,NA,0,NA,NA,0.3,0.22,-0.5,0.17,-0.44,0.04,0.35,-0.04,-0.04,-0.04,-0.26,0.05,-0.22,0.05,0.22,0.18,0.44,-0.45,-0.58,-0.19,-0.53,-0.22,-0.19,0.49,0.65,0.04,-0.05,0.53,0.03,-0.1,0.03,-0.03,0.31,-0.29,-0.19,0.05,0.24,-0.05,0.13,-0.01,-0.03,-0.1
YBR176W,S000000380,ECM31,939,pantothenate biosynthesis,3-methyl-2-oxobutanoate hydroxymethyltransferase activity,mitochondrion,0,-0.74,-0.06,0.02,0.33,-0.33,0.19,-0.12,-0.01,0.08,-0.05,-0.05,-0.15,-0.05,0.04,-0.12,0.42,0.36,-0.1,0.27,0.24,0.23,0.03,-1.49,-0.27,-0.27,0.21,0.35,0.08,0.07,0.48,-0.4,-0.1,0.08,-0.01,0.1,-0.37,-0.2,0.08,0.32,0.02,-0.05,0.3,0.1,0.12
YBR177C,S000000381,EHT1,1356,lipid metabolism,serine hydrolase activity,lipid particle,0,0.57,0.04,-0.06,0.32,-0.28,0.01,-0.36,-0.02,-0.2,0.05,-0.02,-0.04,0.13,-0.02,0.21,-0.02,0.07,0.28,0.36,0.08,-0.41,-0.81,-0.45,-0.17,-0.04,-0.11,0.03,0.26,-0.14,0.52,-0.3,-0.18,-0.44,-0.2,-0.35,-0.32,-0.01,0.15,0.52,0.38,-0.39,0.56,0.61,-0.03
YBR180W,S000000384,DTR1,1719,spore wall assembly (sensu Fungi),multidrug transporter activity,prospore membrane,0,-0.67,-0.22,0.12,0.23,-0.34,0.47,0.08,0.21,0.03,0.04,-0.11,0.41,-0.55,0,-0.12,-0.02,0.09,-0.03,0.05,-0.75,-0.17,0.21,0.25,-0.07,0.48,-0.12,0.05,NA,-0.22,0.42,0.53,-0.37,0.01,0.19,0.09,-0.11,-0.21,-0.18,0.11,0.05,0.11,-0.16,0.01,-0.08
YBR181C,S000000385,RPS6B,1063,protein biosynthesis,structural constituent of ribosome,cytoplasm,0,-0.56,0.31,0.17,0.09,-0.28,-0.24,-0.43,0.14,-0.24,0.28,0.12,-0.07,0.01,0.35,0.28,0.04,0.07,0.31,0,-0.55,0.29,-0.16,0.72,-0.71,0.11,-0.16,-0.6,-1.49,0.57,-0.4,-1.39,-0.57,-0.16,-0.02,0.3,0.41,0.03,0.5,0.48,0.51,-0.11,0.14,-0.06,-0.05
YBR182C,S000000386,SMP1,1359,positive regulation of transcription from Pol II promoter,transcription factor activity,cytoplasm,0,-0.64,-0.49,0.67,0.35,-0.79,0.08,0.23,0.56,0.34,0.1,-0.36,-0.44,-0.3,-0.05,-0.02,-0.07,0.21,-0.48,0.88,-0.53,-0.92,0.39,0.72,0.05,0.24,0.22,-0.11,-0.35,-0.1,0.13,0.15,-0.58,0.19,0.02,0.41,0.11,0.02,0.04,0.13,0.13,-0.22,0.02,-0.3,-0.12
YBR183W,S000000387,YPC1,951,ceramide metabolism,ceramidase activity,endoplasmic reticulum,0,-0.36,-0.23,1.11,0.31,-0.29,-0.38,-0.42,-0.13,-0.11,-0.38,0.13,-0.52,0.01,0.13,0.05,0.05,-0.19,0.18,NA,-1.56,-1.39,-0.41,-0.62,-0.73,-1.31,-0.53,0.14,0.37,0.81,0.85,0.14,-0.1,0.05,-0.41,-0.97,-0.77,-0.24,0.23,0.36,0.44,-0.02,0.61,0.38,0.3
YBR184W,S000000388,NA,1572,NA,NA,NA,0,0.08,-0.86,-0.4,-0.05,0.18,0.51,0.43,0.08,-0.24,0.1,-0.36,-0.12,-0.21,0.01,0.69,-0.24,-0.31,NA,1.37,0.72,-0.26,0.79,0.99,0.48,0.13,0.23,-0.19,-1.41,-0.95,0.48,0.01,-0.28,0.2,-0.12,0.18,-0.07,0.01,0.21,-0.03,0.07,0.01,-0.01,-0.1,-0.07
YBR186W,S000000390,PCH2,1808,regulation of meiosis,NA,nucleolus,0,0.01,-0.67,-0.17,0.06,-0.05,0.48,-0.1,-0.15,0.05,-0.03,-0.21,NA,-0.08,-0.35,-0.03,0.38,-0.21,0.55,-0.73,-0.03,0.31,0.22,0.26,0.29,0.64,0.16,0.21,-0.82,-0.42,0.19,0.08,0,0.2,0.23,0.37,-0.16,-0.29,0,0,-0.02,-0.02,-0.29,-0.05,-0.05
YBR187W,S000000391,NA,843,NA,NA,vacuole (sensu Fungi),0,0.26,-0.18,-0.49,-0.49,-0.39,0.38,-0.1,0.38,0.15,0.06,0.39,-0.34,0.12,-0.01,0.18,0.41,0.08,0.36,-0.75,-0.36,0.5,0.15,0.22,-0.2,0.34,-0.13,-0.39,0.22,-0.07,NA,-1.24,-0.17,-0.34,-0.32,0.06,-0.19,-0.09,0.61,0.41,0.67,-0.02,0.13,0.21,0.29
YBR189W,S000000393,RPS9B,1001,protein biosynthesis,structural constituent of ribosome,cytosolic small ribosomal subunit (sensu Eukarya),0,-0.97,0.23,0.03,-0.43,-0.41,-0.12,-0.53,0.1,0.11,0.03,0.36,-0.1,0.1,0.02,0.22,0.47,0.2,0.38,-0.48,-0.03,0.51,-0.18,0.28,-0.56,0.23,0.01,-0.42,NA,-2.58,-0.39,-1.09,-0.26,-0.15,0.16,0.51,0.21,-0.04,0.6,0.26,0.18,-0.11,-0.07,-0.08,-0.13
YBR190W,NA,NA,NA,NA,NA,NA,1,-0.58,-0.45,0.15,-0.11,-0.3,-0.35,-0.31,0.1,0.09,-0.14,-0.09,-0.12,0.02,0.1,0.05,0.53,0.27,0.24,-0.38,0.18,0.07,0.32,-0.01,-0.44,-0.62,0.15,0.03,0.29,0.32,0.35,0.01,0.04,NA,-0.02,0.15,0.34,0.29,0.01,0.04,0.09,-0.09,-0.11,-0.41,-0.34
YBR191W,S000000395,RPL21A,871,protein biosynthesis,structural constituent of ribosome,cytosolic large ribosomal subunit (sensu Eukarya),0,-0.94,0.11,-0.03,-0.38,-0.22,-0.24,-0.55,0.06,0.05,-0.1,0.35,-0.06,0.06,-0.02,0.11,0.45,0.26,0.4,-0.56,0.03,0.46,-0.13,0.53,-0.5,0.5,-0.11,-0.46,NA,-2.64,-0.29,-1.1,0.06,-0.44,0.14,0.16,0.14,0.01,0.5,0.27,0.29,-0.03,0.04,-0.13,0.11
YBR192W,S000000396,RIM2,1134,mitochondrial genome maintenance,transporter activity,mitochondrion,1,-0.18,-0.49,-0.11,0.13,0.05,-0.02,-0.29,0.05,-0.66,-0.18,0.22,0.16,0.17,0.1,-0.29,0.43,0.08,0.17,-0.3,0.34,0.32,-0.32,-0.61,-0.18,0.23,-0.11,-0.13,0.01,0.29,0.12,-0.32,1.55,NA,0.13,0.13,-0.17,-0.02,-0.25,0,-0.12,-0.33,0.06,-0.25,-0.42
YBR194W,S000000398,SOY1,372,NA,NA,cytoplasm,0,0.36,0.26,0.89,-0.02,-0.08,-0.25,-0.1,-0.04,-0.08,-0.04,0.02,-0.39,-0.04,-0.02,-0.3,0.42,0.34,-0.02,0.84,0.44,0.2,0.01,0.44,-0.26,0.15,0.04,-0.1,0.04,-0.27,-0.44,0.53,-0.02,NA,-0.1,-0.04,0.07,0.15,-0.09,-0.18,-0.33,0.22,-0.18,-0.09,0.04
YBR196C,S000000400,PGI1,1665,gluconeogenesis,glucose-6-phosphate isomerase activity,cytosol,1,0.45,0.18,-0.04,0.2,-0.04,0.43,0.38,0.01,0.06,0.11,-0.25,0.41,-0.2,-0.13,0.37,0.14,0.08,-0.49,-0.22,-0.41,-0.24,-0.28,0.11,-0.66,0.23,-0.12,-0.31,0.58,0.3,-0.19,0.06,-0.17,0.33,0.14,0.02,-0.67,-0.53,0,0,0.14,-0.42,0.46,0.43,0.19
YBR200W,S000000404,BEM1,1656,establishment of cell polarity (sensu Fungi),protein binding,bud neck,0,-1.06,0.64,0.13,0.23,-0.65,-0.36,-0.46,0.06,0.31,0.29,0.21,0.23,0.2,-0.04,-0.02,0.24,-0.05,0.02,0.07,0.26,-0.47,-0.68,-0.63,-0.39,0.07,0.79,0.58,0.44,0.31,-0.29,0.12,-0.22,-0.16,-0.25,-0.2,-0.1,-0.25,-0.22,0.2,0.29,-0.14,0.52,0.45,-0.04
YBR201W,S000000405,DER1,636,ER-associated protein catabolism,NA,endoplasmic reticulum membrane,0,-0.14,0.08,0.02,0.43,0.1,0.08,0.05,-0.15,0.14,-0.13,0.07,-0.13,0.1,-0.21,-0.27,-0.17,0.44,-0.08,0.79,0.04,-0.16,0.06,-0.46,-0.67,0.05,0.01,0.19,-0.12,0.06,0.05,0.78,-0.16,0.08,-0.5,-0.01,0.08,-0.1,0.03,0.22,-0.08,0.09,-0.14,0.01,-0.29
YBR202W,S000000406,CDC47,2538,DNA replication initiation,chromatin binding,cytoplasm,1,-0.89,1.29,-0.59,0.66,-0.65,-1.12,-1.21,-0.85,0.39,1.04,0.91,0.93,0.48,-0.16,-0.62,0.24,0.41,0.75,-1.17,0.09,-0.52,-1.04,-1.16,-0.83,0.17,0.93,0.89,1.04,0.52,-0.46,-1.2,-0.62,-0.52,-0.04,0.02,-0.08,-0.15,-0.03,0.53,0.87,-0.13,0.68,0.48,0.19
YBR204C,S000000408,NA,1128,NA,serine hydrolase activity,lipid particle,0,0.1,0.08,0.04,0.65,-0.02,0.11,-0.28,-0.22,-0.06,-0.2,0.06,-0.04,0.31,-0.01,-0.15,-0.01,-0.2,0.14,0.57,0.01,0.36,-0.18,-0.54,-0.38,-0.42,-0.25,-0.37,0.39,0.54,0.1,0.55,-0.27,-0.24,-0.44,-0.22,-0.31,-0.58,-0.15,0.48,0.21,-0.2,0.64,0.52,0.03
YBR205W,S000000409,KTR3,1215,cell wall organization and biogenesis,mannosyltransferase activity,membrane fraction,0,0.37,0.38,-0.08,0.17,-0.08,0.17,-0.25,0.18,-0.15,-0.03,-0.04,-0.08,0.34,0.01,0.12,0.11,0.02,0.04,-0.68,0.15,0.47,0,-0.77,-0.25,0.29,-0.14,-0.08,-0.14,0.2,0.19,0.45,-0.7,-0.61,-0.14,-0.51,-0.17,-0.1,0.56,0.51,0.33,-0.53,0.45,0.49,-0.03
YBR206W,NA,NA,NA,NA,NA,NA,0,0.25,-0.04,-0.21,0.06,-0.25,0.1,-0.07,0.07,0.11,-0.18,-0.33,-0.37,-0.04,-0.06,0.16,-0.06,0.11,1.45,-0.43,-0.05,0.3,-0.1,-0.09,-0.62,0,-0.45,-0.54,0.37,0.18,-0.3,-0.38,-0.29,-0.15,-0.79,-0.27,0.14,-0.01,0.11,0.44,0.43,0.21,0.34,0.01,0.21
YBR207W,S000000411,FTH1,1398,endocytosis,iron ion transporter activity,vacuolar membrane (sensu Fungi),0,-0.04,0.5,-0.33,-0.52,-0.14,0.05,-0.05,0.22,0.05,0.09,0.72,0.18,0.26,0.13,0.22,-0.44,0.01,0.05,0.13,-0.27,-0.46,-0.15,0.27,-0.42,-0.18,-0.24,-0.22,0.28,0.12,0.07,0.08,0.25,-0.14,-0.03,-0.58,-0.38,-0.25,0.34,0.33,0.33,-0.4,0.32,-0.24,0.35
YBR208C,S000000412,DUR12,5508,allantoin catabolism,allophanate hydrolase activity,cytoplasm,0,0.38,-0.69,-0.16,0.17,0.42,-0.07,-0.59,-0.12,-0.18,-0.09,-0.07,0.4,0.21,-0.09,0.47,0.23,-0.38,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,-0.63,-0.05,0.43,-0.01,0.09,0.4,-0.25,0.07,0.07,-0.27,-0.4,-0.66,0.01
YBR209W,NA,NA,NA,NA,NA,NA,0,1.07,0.08,-0.13,0.23,0.13,-0.06,-0.02,0.05,0.1,-0.18,0.11,-0.07,0.19,-0.31,-0.35,0.28,-0.23,0.33,-0.26,0.33,-1.67,-0.45,0.07,0.07,0.91,0.2,0.07,0.44,0.33,-1.26,-0.14,-0.25,0.32,0.06,-0.2,-0.06,0.06,0.15,0.2,-0.6,-0.1,0.35,0,0.21
YBR211C,S000000415,AME1,975,spindle kinetochore attachment,NA,spindle pole body,1,0.01,0.38,-0.23,-0.19,-0.23,-0.29,-0.09,-0.15,0.15,-0.25,0.46,-0.05,0.19,-0.21,0.47,0.38,0.11,0.32,-0.53,-0.18,-0.33,0.21,-0.05,-0.14,0.05,0.53,0.3,-0.62,-0.29,0.41,0.37,-0.19,-0.4,-0.03,-0.15,-0.3,-0.35,0.17,0.12,0.07,0.03,0.24,0.05,0.37
YBR213W,S000000417,MET8,825,sulfate assimilation,ferrochelatase activity,NA,0,0.74,0.25,-0.47,-0.03,NA,-0.2,0.11,0.2,0.16,-0.25,0.53,0.11,-0.03,-0.18,-0.06,0.08,-0.11,0.09,0.01,0.26,-0.11,0.14,0.58,-0.21,-0.79,-0.29,-0.67,0.8,0.22,0.05,-0.02,-0.02,-0.12,0.47,0.04,0.12,-0.26,0.04,0.16,0.41,-0.12,-0.12,-0.59,0
YBR214W,S000000418,SDS24,1584,endocytosis,NA,cytoplasm,0,0.32,0,0.51,0.81,0.38,-0.33,-0.27,-0.12,-0.24,-0.51,-0.04,-0.22,-0.01,-0.17,-0.2,0.03,-0.27,-0.01,1.17,-0.16,-0.91,0.06,-0.23,-0.37,-0.69,-0.27,0.12,0.54,0.34,0.23,1.81,0.55,0.17,-0.28,-1.09,-0.88,-0.51,-0.24,0.07,-0.39,-0.46,0.64,0.42,0.2
YBR216C,S000000420,YBP1,2025,response to oxidative stress,NA,cytoplasm,0,0.1,-0.29,-0.17,-0.13,0.33,-0.29,-0.02,0.01,-0.22,-0.17,0.01,-0.05,-0.1,-0.1,-0.12,0.24,-0.33,0.04,-0.13,-0.03,-0.1,0.08,-0.41,0.06,0.24,0.21,0.27,-0.35,-0.05,0.43,1.36,0.05,0.07,0,-0.11,-0.32,-0.02,-0.17,-0.35,0,-0.19,0.03,-0.19,-0.13
YBR217W,S000000421,ATG12,561,protein-vacuolar targeting,NA,membrane fraction,0,0.74,0.43,-0.2,-0.03,-0.26,-0.28,-0.01,-0.13,0,-0.42,0.15,1.59,-0.1,-0.3,-0.11,0.29,-0.06,0.17,0.18,0.48,0.32,0.14,-0.5,0.05,0.15,0.07,-0.17,-0.16,-0.28,-0.15,0.12,0.02,-0.06,0.16,0.11,0.19,-0.01,-0.09,-0.08,-0.06,0.2,-0.08,-0.45,0.03
YBR218C,S000000422,PYC2,3543,gluconeogenesis,pyruvate carboxylase activity,cytosol,0,1.09,0.32,-0.17,0.21,0.34,0.06,0.21,-0.18,0.57,-0.35,-0.22,-0.27,0.17,0.01,-0.31,0.29,-0.44,0.06,-0.99,-0.11,-0.29,-0.67,-0.37,-0.23,0.17,0.05,-0.09,0.77,0.22,-0.16,-0.46,-0.04,-0.76,-0.08,0.01,0.12,-0.05,0.29,0.32,0.19,-0.09,0.28,0,0.26
YBR219C,S000000423,NA,805,NA,NA,NA,0,0.01,0.33,-0.17,0.05,-0.19,0.28,-0.15,0.03,-0.07,-0.1,0.28,-0.14,0.28,-0.08,-0.17,-0.23,0.12,-0.07,0.5,-0.29,0.71,0.5,0.71,0.06,-0.04,-1.16,-0.16,0.96,-0.29,-1.42,-0.47,-0.63,0,-0.29,0.13,0.43,0.33,0.33,0.28,0.31,-0.08,0.03,-0.13,-0.23
